step,KuhnPoker/conv,KuhnPoker/iters,KuhnPoker/nodes_touched,KuhnPoker/tau,KuhnPoker/alpha,KuhnPoker/beta,KuhnPoker/gamma
305,0.0003875201028213371,305,35380,1,1.7300955401448181,-1.695080939867804,4.923075039182104
306,0.0001776611383207949,306,35496,1,1.7283696513427798,-1.7016357854318283,4.92253430003467
307,0.00034837344819529936,307,35612,1,1.688734568243799,-1.7358506512296257,4.926141543383504
308,0.00043573216377421065,308,35728,1,1.7302131887196548,-1.711037810343708,4.92083975479202
309,0.00027040492182284215,309,35844,1,1.746744182016189,-1.7046756879771667,4.91817521339001
310,0.0003427478784562843,310,35960,1,1.7238339829389924,-1.7264035640077344,4.920051150613008
311,0.0002674960878907007,311,36076,1,1.7410618592028066,-1.7193927867441958,4.917273313463838
312,0.0004378993229987027,312,36192,1,1.7310616672227566,-1.7319800639013048,4.917663050969886
313,0.0003098914594072688,313,36308,1,1.7627602362592614,-1.7147007362878428,4.91304251048609
314,0.00017401357022273078,314,36424,1,1.7471749724959815,-1.7311338124524172,4.9141244212932085
315,0.0003935663137987211,315,36540,1,1.7187901967177988,-1.7573380838968173,4.916742171280111
316,0.000393632147796974,316,36656,1,1.76854351688313,-1.726604206679181,4.90977737755683
317,0.00029324856384654874,317,36772,1,1.7724988097558436,-1.7291381725685608,4.908399597192143
318,0.00032891335797557986,318,36888,1,1.7598086321403827,-1.7435680301881928,4.909156660606275
319,0.00031638203029832335,319,37004,1,1.7702290648443035,-1.741452118699883,4.906921754557279
320,0.0004243942575879178,320,37120,1,1.771980678700344,-1.745561184155644,4.905790702998055
321,0.00024341534707045254,321,37236,1,1.7925795880465465,-1.7362442590929195,4.902093651867229
322,0.0001977833283443864,322,37352,1,1.76508669675083,-1.761328885634263,4.904887236767531
323,0.0004069931094631829,323,37468,1,1.7573646130796985,-1.7724275741067927,4.905007117528357
324,0.00035130290661183894,324,37584,1,1.8020816420781973,-1.7454800491797196,4.897878230491995
325,0.00030249733923351507,325,37700,1,1.7976821839685577,-1.7539339753855216,4.897517271143872
326,0.0003127525316647395,326,37816,1,1.7931619584689082,-1.7625268553251283,4.8971723233909
327,0.00034509171641888825,327,37932,1,1.7990113405198391,-1.7636780780426007,4.895322883276462
328,0.00040556932242288846,328,38048,1,1.8085592685335516,-1.7621802200543435,4.892892523591467
329,0.00019777510802682086,329,38164,1,1.8217185335930317,-1.7581405008709674,4.889861565054373
330,0.0002219755166283366,330,38280,1,1.7849927469843374,-1.7900757994456296,4.894323028615524
331,0.0004073626981479783,331,38396,1,1.7954525896917528,-1.787786885813968,4.89172220248584
332,0.0003206244566817673,332,38512,1,1.8338824040982642,-1.7654292199124255,4.8846915511511675
333,0.00030302367293053023,333,38628,1,1.8242068747274136,-1.7776446286965406,4.8851064597619445
334,0.0002996477065424219,334,38744,1,1.824963213562396,-1.7824384883830142,4.88386202741536
335,0.0003519754722019208,335,38860,1,1.8282926422200507,-1.7853785127570045,4.882186214045037
336,0.0003901610539460698,336,38976,1,1.8414271042759225,-1.781271653863755,4.87886589738998
337,0.0001752775234199755,337,39092,1,1.8512816660078641,-1.7795479085242936,4.876017973966356
338,0.0002316198879689091,338,39208,1,1.8098253614080444,-1.8150748433352504,4.881742467380501
339,0.00040032605458972803,339,39324,1,1.8295360926532818,-1.8059046521106454,4.87728630024861
340,0.00030563210476769465,340,39440,1,1.864678387750137,-1.7858776135448557,4.86997890401173
341,0.00029765294435174505,341,39556,1,1.8532304589949888,-1.7993661235797123,4.870731948588086
342,0.00029163788144653813,342,39672,1,1.8556931858409187,-1.802907283488306,4.869020540295848
343,0.0003432991215925052,343,39788,1,1.8585002289301649,-1.8061975416751292,4.867223598845776
344,0.0003807242169471259,344,39904,1,1.8717845805630162,-1.8019332685901255,4.863472664914582
345,0.00018129481620188237,345,40020,1,1.881684916913739,-1.8001337451101755,4.860266439933905
346,0.0002203105871511346,346,40136,1,1.8434077156282254,-1.8333529736314649,4.866042939788221
347,0.0003886638798216435,347,40252,1,1.858418802624497,-1.8276125886731163,4.861918906236728
348,0.0003056693586586112,348,40368,1,1.894802203456627,-1.8065660055611212,4.8535179547925935
349,0.0002874928000596022,349,40484,1,1.8850181301369426,-1.8188581340642112,4.854005229548545
350,0.0002883442882339604,350,40600,1,1.8854885716070222,-1.823812861441611,4.85246605960285
351,0.0003217592062792207,351,40716,1,1.8896311183681158,-1.8261047179213494,4.850170116120013
352,0.00037641764936841016,352,40832,1,1.8998790323702908,-1.823976512164877,4.846585836139523
353,0.00019235574503748132,353,40948,1,1.9128572809807243,-1.8199164934807353,4.842348330645188
354,0.00019115737085867446,354,41064,1,1.8784857217148332,-1.8502676316305209,4.847966692661277
355,0.0003721170698193499,355,41180,1,1.8820985756589859,-1.8529369517634704,4.84570447563015
356,0.00031731752899002985,356,41296,1,1.9241340029406242,-1.8275588211395561,4.835143193515205
357,0.0002723443507028078,357,41412,1,1.9189642611028572,-1.836519975644383,4.8346449434788585
358,0.00029000283881303046,358,41528,1,1.9141860884380393,-1.8452556425102462,4.834058899975715
359,0.00028724174631050703,359,41644,1,1.9217572408825718,-1.845015523602687,4.830705955900422
360,0.0003737760609086316,360,41760,1,1.9251846153117125,-1.8477864296558957,4.828236744389232
361,0.00022485461727991818,361,41876,1,1.944286294706085,-1.839231538259407,4.822077155591469
362,0.00015385505327056292,362,41992,1,1.9191310048363122,-1.8627818993482204,4.8261954929736675
363,0.0003482572987622279,363,42108,1,1.901519495035585,-1.881258578192257,4.828536926849411
364,0.00033518697968390465,364,42224,1,1.9521517719947676,-1.8492138656203232,4.814781405405702
365,0.00025108747230118134,365,42340,1,1.9539286785159011,-1.8531450245380254,4.812491016575134
366,0.0002871194246775177,366,42456,1,1.9413280247003377,-1.867557997199386,4.813733823619204
367,0.00023774161081455136,367,42572,1,1.9529875199426985,-1.8642744784395493,4.808954315836079
368,0.0003664893574421846,368,42688,1,1.9461463252124724,-1.8745344631170502,4.808769429293177
369,0.0002665244179920756,369,42804,1,1.9749807443417868,-1.8587616242526517,4.799405694082637
370,0.0001603224609095233,370,42920,1,1.9606359559193156,-1.8743790902987263,4.8011600781481345
371,0.0003099161135415307,371,43036,1,1.93557501386403,-1.8982783102968055,4.8056786119281245
372,0.0003514366905527644,372,43152,1,1.9772459659457011,-1.8726838363228486,4.79269112323829
373,0.00022332453362081117,373,43268,1,1.9884626346903849,-1.8697399783743314,4.787528457738805
374,0.00028208398080964425,374,43384,1,1.9663786515169714,-1.8910903967022512,4.791478094575993
375,0.0002358461697072045,375,43500,1,1.9837455596162727,-1.8835274739920682,4.78455494786568
376,0.00034601888130927905,376,43616,1,1.977435660310221,-1.893372265943988,4.784163010310474
377,0.00030859068616215235,377,43732,1,2.0034524600366383,-1.879537864948607,4.774507303762432
378,0.00015554100630219003,378,43848,1,2.0008190474735645,-1.8866042757629558,4.773006780404226
379,0.00025152891290564083,379,43964,1,1.9655399839707295,-1.9180160433565454,4.780983226559614
380,0.00035521814447700417,380,44080,1,1.9969876354840341,-1.8997607485332892,4.769543958503791
381,0.00024194074066119509,381,44196,1,2.0208399330903477,-1.8875011919095566,4.759955667379115
382,0.00026799475182456844,382,44312,1,2.0026798528691003,-1.9059302108900964,4.76312617369834
383,0.0002565720181094966,383,44428,1,2.0125192895633206,-1.903849110459194,4.7576797326714395
384,0.0003011548827785149,384,44544,1,2.0139743499444345,-1.9079385411554806,4.754769021325189
385,0.0003389314263972376,385,44660,1,2.027160423243549,-1.9034047242840337,4.748065398821061
386,0.000176306920910696,386,44776,1,2.037943453367525,-1.9006625316410484,4.7419883149635
387,0.00017469269442188518,387,44892,1,2.004335712141943,-1.9306804955715646,4.750347307464287
388,0.0003337995046607256,388,45008,1,2.007762579260115,-1.9333067608712593,4.746699188189625
389,0.0003029426080699005,389,45124,1,2.048936775373435,-1.9079516599153985,4.7303222330102495
390,0.00023963513002950299,390,45240,1,2.047289135521975,-1.9142464890862938,4.7281547039129315
391,0.00026798968471120066,391,45356,1,2.037737215585646,-1.926400115418232,4.728704807614389
392,0.0002297485357496687,392,45472,1,2.048124956801824,-1.9238375164436632,4.72231141348832
393,0.00034208709914806956,393,45588,1,2.043215969484707,-1.932591181313984,4.7212289360176305
394,0.0002585805559723875,394,45704,1,2.070123037866255,-1.9178754884076452,4.708662454569687
395,0.00015497343510884054,395,45820,1,2.057916649799224,-1.9319018646269774,4.710191761183683
396,0.0002755509313689397,396,45936,1,2.0325132610358763,-1.9560785182541645,4.716515068770299
397,0.00033531852033116816,397,46052,1,2.069479412066818,-1.9335100845753295,4.699932539382205
398,0.00020609745038113747,398,46168,1,2.0847685874661916,-1.9273331171105694,4.691018742644939
399,0.00026184445866545003,399,46284,1,2.060673402629487,-1.9502001216541482,4.697172538571603
400,0.00023616856996788727,400,46400,1,2.0783867576834356,-1.9420749785389897,4.68721348692571
401,0.0003016590042470013,401,46516,1,2.0763945776356216,-1.9485941621022347,4.684820734346001
402,0.0003149568591364338,402,46632,1,2.094450309025184,-1.9402652456314127,4.674358541548786
403,0.00015256939449348472,403,46748,1,2.1008915487312674,-1.940524392466767,4.6684051845775345
404,0.00017523758138626722,404,46864,1,2.063205929462215,-1.9737291525660703,4.680435797174854
405,0.00032186251172927616,405,46980,1,2.0750693939594376,-1.9697883403834553,4.672347264662962
406,0.0002821482856568136,406,47096,1,2.1139889059334283,-1.9457950325132563,4.652608424141688
407,0.0002310747955252268,407,47212,1,2.1103292126247433,-1.953420278695674,4.650664235821588
408,0.00025659762600085956,408,47328,1,2.102774959209735,-1.963971484731358,4.650399887563973
409,0.000213195019515805,409,47444,1,2.1127501264062416,-1.961482103462589,4.642465837441115
410,0.0003239961083326415,410,47560,1,2.106040782574652,-1.971412889544625,4.641816903008237
411,0.00025069716567494016,411,47676,1,2.134100664271377,-1.9554879020054519,4.625466686726611
412,0.00014661407409499727,412,47792,1,2.12324674665368,-1.9683638404568995,4.626672520571371
413,0.0002521462605911129,413,47908,1,2.0964564674105928,-1.993489214019262,4.635146128521326
414,0.00032028836290179385,414,48024,1,2.131466929025246,-1.9719525171473014,4.615199718318736
415,0.0002021260554010973,415,48140,1,2.149209095470626,-1.9636365541399985,4.602788284323449
416,0.0002469475756329831,416,48256,1,2.1266501162587352,-1.9852302102525845,4.609666978156171
417,0.0002348709149078143,417,48372,1,2.1420965254540203,-1.9784650827500352,4.598196377207051
418,0.00026813025645350264,418,48488,1,2.1431549140763257,-1.9824558376254875,4.593602943718407
419,0.0003082083018083881,419,48604,1,2.154717034354214,-1.978594573866118,4.58367944892647
420,0.00017413756491435617,420,48720,1,2.1666912427934832,-1.9744460478640575,4.5733304273740085
421,0.00013356701246886038,421,48836,1,2.137830431439338,-2.0007965513607417,4.583839240809137
422,0.0002903724521216289,422,48952,1,2.126650356165679,-2.014145668262651,4.585318558107383
423,0.0002895919384827972,423,49068,1,2.175065496502258,-1.9822782916204975,4.555806541512089
424,0.00020372533684631655,424,49184,1,2.178846997274371,-1.984120289622758,4.549279515304698
425,0.000246864726881596,425,49300,1,2.162571124726572,-2.000951582526366,4.553556615408902
426,0.00020525512558414172,426,49416,1,2.1775298483437657,-1.994362391157914,4.540863851697868
427,0.00029412157277527995,427,49532,1,2.1708753018106557,-2.003995818649511,4.539920740939945
428,0.00027329802118719604,428,49648,1,2.195480754102338,-1.9901811709825048,4.521403292413293
429,0.0001316791369499748,429,49764,1,2.1951844890918686,-1.994959445578718,4.516755107527341
430,0.00018825227197430405,430,49880,1,2.1573725454249817,-2.028264363746408,4.533487374833818
431,0.00030134229000855495,431,49996,1,2.181672468107238,-2.0142577634135064,4.5148521652492875
432,0.0002464584299515793,432,50112,1,2.212603943284394,-1.9955721514290083,4.491638604810204
433,0.0002196299286718606,433,50228,1,2.2049702917265996,-2.0057568576302236,4.491145316168085
434,0.0002375892927336254,434,50344,1,2.202292503616388,-2.012270524426379,4.487659967107616
435,0.00019630988084065604,435,50460,1,2.210727616574844,-2.0104032874074345,4.477334145194009
436,0.00029809921529325156,436,50576,1,2.203732694818942,-2.0201631145206482,4.476430054134466
437,0.00023328502687530728,437,50692,1,2.231616922077806,-2.0036494755494614,4.4535657974522085
438,0.00013541198792368925,438,50808,1,2.2214642016440305,-2.0156531444394816,4.454619201046748
439,0.00022465952555006385,439,50924,1,2.1943849856116575,-2.0407898922015186,4.466438690837407
440,0.00029633820210053785,440,51040,1,2.22715925081482,-2.0201603108564794,4.4399324289488105
441,0.00020304540172111363,441,51156,1,2.246967493612154,-2.009656030764108,4.421146337160411
442,0.00022610817073215328,442,51272,1,2.229226986377367,-2.0273451554520303,4.427306173655193
443,0.00022473427997310447,443,51388,1,2.239298765104281,-2.024060539649982,4.41477642794673
444,0.00022585841099462267,444,51504,1,2.242872102934415,-2.0256785893481486,4.406491183577549
445,0.0002906466464917268,445,51620,1,2.247078140019953,-2.0267982875227135,4.397659002972956
446,0.0001969645992937752,446,51736,1,2.265443909377953,-2.017251050003471,4.378671410095233
447,0.00013183605574135226,447,51852,1,2.247099565291605,-2.0353548237821366,4.385597026964652
448,0.00024396068372903312,448,51968,1,2.2281979122742106,-2.054240304076931,4.392862349432333
449,0.0002843117079908142,449,52084,1,2.267152346782591,-2.028622249907395,4.358749369102118
450,0.00018236858704587244,450,52200,1,2.279830342017771,-2.023266612287426,4.342978435764747
451,0.00022666888679864772,451,52316,1,2.2583711562133493,-2.043741228086711,4.352488205211729
452,0.0002121221961660924,452,52432,1,2.2746814537994964,-2.0354822939863038,4.333821328640926
453,0.00024021224390380347,453,52548,1,2.2748049126333267,-2.0395549918527163,4.327136514272815
454,0.00027917832636933926,454,52664,1,2.285812849795864,-2.0353269815770902,4.311984385640535
455,0.00016898717320393275,455,52780,1,2.298317965917238,-2.029979224965104,4.295366992427265
456,0.00012752720966544007,456,52896,1,2.273592745274134,-2.0529667398115814,4.3079252381730715
457,0.00025134676674154477,457,53012,1,2.261555789292922,-2.0665240593324055,4.3105046978520285
458,0.00027125887828916007,458,53128,1,2.3040189307403134,-2.0378622739611254,4.2697420189153314
459,0.00017348806267072914,459,53244,1,2.3122782859778583,-2.0356401890085944,4.255778959935061
460,0.00022398755477229249,460,53360,1,2.290712472873138,-2.0561939402212928,4.2662723340424655
461,0.00020192787918166255,461,53476,1,2.3091515105529057,-2.0460772297715732,4.243761027222122
462,0.00024389571924127162,462,53592,1,2.307153789422303,-2.0516501949542096,4.23804974514855
463,0.0002680879908248113,463,53708,1,2.32182900723801,-2.044492440759659,4.21811800813134
464,0.00015119055529297376,464,53824,1,2.331147089978526,-2.04145734229485,4.202462377690346
465,0.00012774132455278808,465,53940,1,2.302467910150235,-2.067458690883499,4.219551088331509
466,0.00025068869414651695,466,54056,1,2.2968557566036965,-2.075919164454234,4.2167757104987516
467,0.00026045853777639794,467,54172,1,2.3390692448388832,-2.047475635457068,4.172072461568412
468,0.0001738134184700868,468,54288,1,2.3451785428053507,-2.0468600512779096,4.158613342435354
469,0.00021970573718896325,469,54404,1,2.3260679214639652,-2.065421023168031,4.167788310926195
470,0.00019508551716362899,470,54520,1,2.343324736694721,-2.0562478743864108,4.144113856904411
471,0.00024006246681068655,471,54636,1,2.3404916477739013,-2.0624111449145888,4.138532791217147
472,0.00025937265995742975,472,54752,1,2.356242519065893,-2.054444706315384,4.11566316817395
473,0.0001436760026896633,473,54868,1,2.364578953145341,-2.05211561710471,4.099395120484224
474,0.00012092756986190056,474,54984,1,2.3349566863398548,-2.0787319019060364,4.118812749928841
475,0.00024419630698743755,475,55100,1,2.3291579822740553,-2.0872572666505427,4.11585533317735
476,0.00025304867791281493,476,55216,1,2.3729436504482972,-2.0576841887357995,4.065540144433688
477,0.00016937813812101243,477,55332,1,2.378896147444727,-2.0571295760568002,4.050933231660483
478,0.0002145195438946479,478,55448,1,2.360075910430635,-2.0754607229449586,4.060539746921861
479,0.00019166229148981362,479,55564,1,2.3774075585764933,-2.0661922820532403,4.034595646110552
480,0.00023025247217065004,480,55680,1,2.374974879202516,-2.0720262321822274,4.028024781936324
481,0.0002532780643396959,481,55796,1,2.389288545263363,-2.0650516584274747,4.004511426124456
482,0.00014549894269047514,482,55912,1,2.398606844104093,-2.061894719077883,3.9857459951566114
483,0.00011206732814214582,483,56028,1,2.371259866252559,-2.086804258717307,4.004430158457247
484,0.00023265694588331387,484,56144,1,2.360488481376245,-2.0990780241092937,4.006150803112703
485,0.00024857489607277294,485,56260,1,2.4056249754603973,-2.068361783329996,3.950152593637492
486,0.00016069134207857827,486,56376,1,2.413285212475875,-2.066436633913203,3.9324316045236167
487,0.00020835861816304035,487,56492,1,2.3926945212454696,-2.0861853585177923,3.9446126917489117
488,0.0001910892861545499,488,56608,1,2.411246292624924,-2.0758714992937173,3.9151435151039413
489,0.00021465931486053247,489,56724,1,2.410335509303879,-2.0805078821876104,3.9062966142433773
490,0.00024875890418207813,490,56840,1,2.420805233682996,-2.07639082241399,3.8849816037333906
491,0.0001549965557300359,491,56956,1,2.4330033968124627,-2.0709399369572363,3.8614722013100455
492,0.00010997310351701373,492,57072,1,2.410463146795169,-2.0922140672445533,3.8762642115444548
493,0.00021574932940632285,493,57188,1,2.3952138346044354,-2.1079376287788687,3.8829361272203586
494,0.0002454058058135866,494,57304,1,2.4368625431572433,-2.079706897074701,3.826389498866634
495,0.00014904047088185046,495,57420,1,2.447991636768999,-2.0750416100956475,3.8032918389133252
496,0.00020057760407005132,496,57536,1,2.4241199644151035,-2.0973664052686347,3.8200191819757485
497,0.00019256310128981657,497,57652,1,2.4446333262525397,-2.0854268218547816,3.7860267211083034
498,0.00019249210378166626,498,57768,1,2.4463120360713035,-2.088028196882939,3.773422420365504
499,0.0002437550519975018,499,57884,1,2.4502420604141975,-2.0888857536770193,3.758095007704446
500,0.00016987600036813544,500,58000,1,2.4673059516651388,-2.0795912060583364,3.727099204898575
501,0.00010686584668956334,501,58116,1,2.4512055701109365,-2.0959211984322663,3.7352358735857627
502,0.00019237605950891967,502,58232,1,2.4294394910233685,-2.116709487736631,3.749967702378309
503,0.0002410330422402962,503,58348,1,2.4660127867331134,-2.092217316822204,3.69547310063739
504,0.00016520410930706553,504,58464,5,2.4824414163784465,-2.0833705573655497,3.66431241206986
505,0.0001901478789733957,505,58580,,2.4824414163784465,-2.0833705573655497,3.66431241206986
506,0.00019537040853750964,506,58696,,2.4824414163784465,-2.0833705573655497,3.66431241206986
507,0.00016244790362551775,507,58812,,2.4824414163784465,-2.0833705573655497,3.66431241206986
508,0.0002353782393182957,508,58928,,2.4824414163784465,-2.0833705573655497,3.66431241206986
509,0.00018716781773026048,509,59044,5,2.5008428335197284,-2.088373593894989,3.583820730663584
510,0.00010039778683101908,510,59160,,2.5008428335197284,-2.088373593894989,3.583820730663584
511,0.00016202049151584075,511,59276,,2.5008428335197284,-2.088373593894989,3.583820730663584
512,0.00023237104063514313,512,59392,,2.5008428335197284,-2.088373593894989,3.583820730663584
513,0.0001857644033904926,513,59508,,2.5008428335197284,-2.088373593894989,3.583820730663584
514,0.0001759151456983965,514,59624,5,2.5075718799273545,-2.102299756450533,3.5155830050482466
515,0.00019350098296089246,515,59740,,2.5075718799273545,-2.102299756450533,3.5155830050482466
516,0.00015347682738620083,516,59856,,2.5075718799273545,-2.102299756450533,3.5155830050482466
517,0.00022020481600978914,517,59972,,2.5075718799273545,-2.102299756450533,3.5155830050482466
518,0.00020313568509353064,518,60088,,2.5075718799273545,-2.102299756450533,3.5155830050482466
519,0.00010039905979347674,519,60204,5,2.53224598115689,-2.1021623601799475,3.4216688536733733
520,0.00012062958422134895,520,60320,,2.53224598115689,-2.1021623601799475,3.4216688536733733
521,0.00021588898476726515,521,60436,,2.53224598115689,-2.1021623601799475,3.4216688536733733
522,0.00020321213339480337,522,60552,,2.53224598115689,-2.1021623601799475,3.4216688536733733
523,0.00015684646784838718,523,60668,,2.53224598115689,-2.1021623601799475,3.4216688536733733
524,0.00018944791232150537,524,60784,5,2.537946333090714,-2.1166636135575447,3.350491743368575
525,0.00016752400446393145,525,60900,,2.537946333090714,-2.1166636135575447,3.350491743368575
526,0.00019462768906253203,526,61016,,2.537946333090714,-2.1166636135575447,3.350491743368575
527,0.00021304744688133148,527,61132,,2.537946333090714,-2.1166636135575447,3.350491743368575
528,0.00012604965847506922,528,61248,,2.537946333090714,-2.1166636135575447,3.350491743368575
529,8.831883010473884e-05,529,61364,5,2.5459658008085957,-2.1292863867661485,3.2744402719231602
530,0.00018889940272651118,530,61480,,2.5459658008085957,-2.1292863867661485,3.2744402719231602
531,0.00021248373502752438,531,61596,,2.5459658008085957,-2.1292863867661485,3.2744402719231602
532,0.0001483024705929148,532,61712,,2.5459658008085957,-2.1292863867661485,3.2744402719231602
533,0.00017942309980345517,533,61828,,2.5459658008085957,-2.1292863867661485,3.2744402719231602
534,0.00017614673539143033,534,61944,5,2.5849160466483516,-2.1175491074012864,3.15328098673016
535,0.00015563925930092704,535,62060,,2.5849160466483516,-2.1175491074012864,3.15328098673016
536,0.0002116663773804317,536,62176,,2.5849160466483516,-2.1175491074012864,3.15328098673016
537,0.00016259561814704893,537,62292,,2.5849160466483516,-2.1175491074012864,3.15328098673016
538,8.617365740185012e-05,538,62408,,2.5849160466483516,-2.1175491074012864,3.15328098673016
539,0.0001464410960975715,539,62524,5,2.565420291291622,-2.15155674651557,3.1124628136913435
540,0.00020820181829034334,540,62640,,2.565420291291622,-2.15155674651557,3.1124628136913435
541,0.00016694218156484975,541,62756,,2.565420291291622,-2.15155674651557,3.1124628136913435
542,0.00016172878119158351,542,62872,,2.565420291291622,-2.15155674651557,3.1124628136913435
543,0.000179333718740321,543,62988,,2.565420291291622,-2.15155674651557,3.1124628136913435
544,0.0001463388371018004,544,63104,5,2.6245953923657996,-2.123599830530798,2.9580117770942422
545,0.00019389724660726082,545,63220,,2.6245953923657996,-2.123599830530798,2.9580117770942422
546,0.00018838014369046419,546,63336,,2.6245953923657996,-2.123599830530798,2.9580117770942422
547,9.184684198559889e-05,547,63452,,2.6245953923657996,-2.123599830530798,2.9580117770942422
548,8.984624853553003e-05,548,63568,,2.6245953923657996,-2.123599830530798,2.9580117770942422
549,0.00018580070357321343,549,63684,5,2.607651757202332,-2.155287976198099,2.9113394710502747
550,0.00019075038318147608,550,63800,,2.607651757202332,-2.155287976198099,2.9113394710502747
551,0.00013568350899220705,551,63916,,2.607651757202332,-2.155287976198099,2.9113394710502747
552,0.0001730068677325558,552,64032,,2.607651757202332,-2.155287976198099,2.9113394710502747
553,0.00016300136981178825,553,64148,,2.607651757202332,-2.155287976198099,2.9113394710502747
554,0.00015561474060057923,554,64264,5,2.659256004904534,-2.1330236769480084,2.764308883576057
555,0.00019626871476055574,555,64380,,2.659256004904534,-2.1330236769480084,2.764308883576057
556,0.00014182925061689833,556,64496,,2.659256004904534,-2.1330236769480084,2.764308883576057
557,7.718331555911506e-05,557,64612,,2.659256004904534,-2.1330236769480084,2.764308883576057
558,0.0001425968395314392,558,64728,,2.659256004904534,-2.1330236769480084,2.764308883576057
559,0.0001933273430448912,559,64844,5,2.6720734323028115,-2.1410543401855007,2.672639830387221
560,0.00014965224097571173,560,64960,,2.6720734323028115,-2.1410543401855007,2.672639830387221
561,0.0001552208852518555,561,65076,,2.6720734323028115,-2.1410543401855007,2.672639830387221
562,0.00016966922536512663,562,65192,,2.6720734323028115,-2.1410543401855007,2.672639830387221
563,0.00013814115463706145,563,65308,,2.6720734323028115,-2.1410543401855007,2.672639830387221
564,0.00017977047045919514,564,65424,5,2.690345302649616,-2.1447033969118126,2.572566513460631
565,0.000174580676954611,565,65540,,2.690345302649616,-2.1447033969118126,2.572566513460631
566,8.651083597346898e-05,566,65656,,2.690345302649616,-2.1447033969118126,2.572566513460631
567,8.224120469130236e-05,567,65772,,2.690345302649616,-2.1447033969118126,2.572566513460631
568,0.00016967689295233068,568,65888,,2.690345302649616,-2.1447033969118126,2.572566513460631
569,0.00017810904399417904,569,66004,5,2.721135140894701,-2.138497111533169,2.454362907948129
570,0.00012594869631113448,570,66120,,2.721135140894701,-2.138497111533169,2.454362907948129
571,0.00016276796336442412,571,66236,,2.721135140894701,-2.138497111533169,2.454362907948129
572,0.00015688472981384427,572,66352,,2.721135140894701,-2.138497111533169,2.454362907948129
573,0.00013510432401828143,573,66468,,2.721135140894701,-2.138497111533169,2.454362907948129
574,0.00018129916022385784,574,66584,5,2.7291030735001263,-2.149829310664986,2.3691710311379377
575,0.00014031524009197605,575,66700,,2.7291030735001263,-2.149829310664986,2.3691710311379377
576,6.590411725201917e-05,576,66816,,2.7291030735001263,-2.149829310664986,2.3691710311379377
577,0.00011857738711715249,577,66932,,2.7291030735001263,-2.149829310664986,2.3691710311379377
578,0.0001764770523595971,578,67048,,2.7291030735001263,-2.149829310664986,2.3691710311379377
579,0.00014963085603514337,579,67164,5,2.763046470920802,-2.1409450968469836,2.2475708601266127
580,0.00014076618540140307,580,67280,,2.763046470920802,-2.1409450968469836,2.2475708601266127
581,0.00016129973446205037,581,67396,,2.763046470920802,-2.1409450968469836,2.2475708601266127
582,0.00013956038998361175,582,67512,,2.763046470920802,-2.1409450968469836,2.2475708601266127
583,0.00015531328011744727,583,67628,,2.763046470920802,-2.1409450968469836,2.2475708601266127
584,0.000168457518555154,584,67744,5,2.7763046684685366,-2.1478642361031426,2.156156195440253
585,0.00010225499824895179,585,67860,,2.7763046684685366,-2.1478642361031426,2.156156195440253
586,6.0440122743060654e-05,586,67976,,2.7763046684685366,-2.1478642361031426,2.156156195440253
587,0.0001411266205980921,587,68092,,2.7763046684685366,-2.1478642361031426,2.156156195440253
588,0.00016944914423153157,588,68208,,2.7763046684685366,-2.1478642361031426,2.156156195440253
589,0.00011590244133721783,589,68324,5,2.800778951412306,-2.146030126100306,2.0503882972280665
590,0.00014792436116420338,590,68440,,2.800778951412306,-2.146030126100306,2.0503882972280665
591,0.00015418105979775332,591,68556,,2.800778951412306,-2.146030126100306,2.0503882972280665
592,0.00012140207823863047,592,68672,,2.800778951412306,-2.146030126100306,2.0503882972280665
593,0.00016120386511661589,593,68788,,2.800778951412306,-2.146030126100306,2.0503882972280665
594,0.00014832786917823304,594,68904,5,2.818129510863279,-2.1495131378384564,1.9559284456136834
595,6.615098131818042e-05,595,69020,,2.818129510863279,-2.1495131378384564,1.9559284456136834
596,7.508479380582966e-05,596,69136,,2.818129510863279,-2.1495131378384564,1.9559284456136834
597,0.00015074469149489733,597,69252,,2.818129510863279,-2.1495131378384564,1.9559284456136834
598,0.0001546036413257179,598,69368,,2.818129510863279,-2.1495131378384564,1.9559284456136834
599,0.00011738683102283098,599,69484,5,2.8359189976138817,-2.152515021254022,1.8625720262349241
600,0.0001494417834570494,600,69600,,2.8359189976138817,-2.152515021254022,1.8625720262349241
601,0.00014436802717934794,601,69716,,2.8359189976138817,-2.152515021254022,1.8625720262349241
602,0.00011941654912600574,602,69832,,2.8359189976138817,-2.152515021254022,1.8625720262349241
603,0.0001579366943553484,603,69948,,2.8359189976138817,-2.152515021254022,1.8625720262349241
604,0.00012614263381910407,604,70064,5,2.8569641824580225,-2.1528949252577,1.7669981522418814
605,4.8305455553177e-05,605,70180,,2.8569641824580225,-2.1528949252577,1.7669981522418814
606,9.465460737384523e-05,606,70296,,2.8569641824580225,-2.1528949252577,1.7669981522418814
607,0.00015154062209191133,607,70412,,2.8569641824580225,-2.1528949252577,1.7669981522418814
608,0.00013670407421217945,608,70528,,2.8569641824580225,-2.1528949252577,1.7669981522418814
609,0.00012427150061974923,609,70644,5,2.8695438760445398,-2.159575528626711,1.6843175227797202
610,0.00014734478792960415,610,70760,,2.8695438760445398,-2.159575528626711,1.6843175227797202
611,0.0001340375278608974,611,70876,,2.8695438760445398,-2.159575528626711,1.6843175227797202
